Identificacao_do_veiculo,Codigo_evento,Data_de_Inicio_do_protesto,Cidade,Local,Base_social,Base_social_2,Alvo_protesto,Ocupação/Atividade,Objetivo_1,Objetivo_2,Ambito_do_Protesto,Capilaridade,Unidade_Capilaridade,N_Part,Data_termino_do_protesto,Org,Org_2,Org_3,Tipo_Protesto,Confronto_entre_manifestantes,Depredacao,Presenca_policia,Repressao_policial,Detidos,Feridos,Mortos
20130907FSPC04_1,20130906TERR01,2013-09-06,São Paulo,Centro; Zona Oetes; Sona Suk,Sem Teto,,Gov. Estadual,,moradia_popular_popular,,Municipal,1,Capitais,800,2013-09-06,Movimento dos Trabalhadores Sem Teto,,,Vários,Não,Não,Sim,Não,Não,Não,Não
20130907FSPC04_1,20130906TERR01,2013-09-06,São Paulo,marginal_pinheiros,Sem Teto,,Gov. Estadual,,moradia_popular_popular,,Municipal,1,Capitais,800,2013-09-06,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130907FSPC04_1,20130906TERR01,2013-09-06,São Paulo,predio_da_finep,Sem Teto,,Gov. Estadual,,moradia_popular_popular,,Municipal,1,Capitais,800,2013-09-06,Movimento dos Trabalhadores Sem Teto,,,Ocupação de Imóvel Privado,NM,NM,NM,NM,NM,NM,NM
20130907FSPC06_1,20130906BSHT01,2013-09-06,São Paulo,ee_condominio_vargem_grande,Estudante,Moradores,Gov. Estadual,,contra_merenda_vencida,,Local,1,Bairros,99,2013-09-06,,,,Depredação,NM,Sim,Sim,NM,NM,NM,NM
20130908FSPA04_1,20130907NMEN01,2013-09-07,Brasília,Esplanada dos Ministérios,Não Mencionada,,Sociedade,,contra_corrupcao,,Nacional,11,Capitais,99,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,NM,NM
20130908FSPA04_1,20130907NMEN01,2013-09-07,Rio de Janeiro,Centro do Rio,Não Mencionada,,Sociedade,,contra_corrupcao,,Nacional,11,Capitais,99,2013-09-07,,,,Passeata/Marcha/Ato,Sim,Sim,Sim,Sim,NM,NM,NM
20130908FSPA04_1,20130907NMEN01,2013-09-07,São Paulo,Câmara dos Vereadores,Não Mencionada,,Sociedade,,contra_corrupcao,,Nacional,11,Capitais,99,2013-09-07,,,,Passeata/Marcha/Ato,Não,Sim,Sim,Sim,Sim,NM,NM
20130908FSPA08_1,20130907BSHT01,2013-09-07,São Paulo,se,Religiosos,Militantes de Partidos,Outros Grupos da Sociedade,,grito_dos_excluidos,,Local,1,Bairros,1200,2013-09-07,Grito dos Excluídos,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,AP,amapa,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Belém,belem,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Belo Horizonte,belo_horizonte,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Brasilia,esplanada_dos_ministerios,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,Sim,Sim,Sim,NM,Sim,Sim,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,ES,espirito_santo,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Florianópolis,florianopolis,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Fortaleza,fortaleza,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Goiânia,goiania,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Maceió,maceio,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Manaus,manaus,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,MS,mato_grosso_do_sul,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,MT,mato_grosso,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,PB,paraiba,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,PI,piaui,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Porto Alegre,porto_alegre,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,PR,parana,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Recife,recife,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,Sim,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Rio de Janeiro,palacio_da_guanabara,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,NM,Sim,Sim,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,RN,rio_grande_do_norte,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,RR,roraima,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,Salvador,salvador,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,São Paulo,agencias_bancarias,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,NM,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,São Paulo,camara_municipal,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,Sim,NM
20130908FSPA10_1,20130907POLI01,2013-09-07,SE,sergipe,Militantes de Partidos,,Outros Grupos da Sociedade,,contra_corrupcao,contra_capitalismo; por_melhora_de_servicos_publicos;contra_alckmin,Nacional,11,Capitais,600,2013-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130909FSPC01_1,20130908TERR01,2013-07-08,São Paulo,bairros,Sem Teto,,,,nada_consta,,Municipal,99,Ocupações,99,,,,,Ocupação de Imóvel Privado,NM,NM,NM,NM,NM,NM,NM
20130909FSPC01_1,20130908TERR01,2013-07-08,São Paulo,diversos,Sem Teto,,,,nada_consta,,Municipal,99,Ocupações,99,,,,,Ocupação de Imóvel Privado,NM,NM,NM,NM,NM,NM,NM
20130910FSPA08_1,20130909OCUP01,2013-09-09,Porto Alegre,em_frente_a_casa_de_tarso_genro,Trabalhadores,,Gov. Estadual,Educação,pelo_pagamento_do_piso,pela_suspensao_da_reforma_do_ensino_medio,Local,1,Bairros,70,2013-09-09,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,Não,Sim,NM
20130911FSPA12_1,20130831OCUP01,2013-08-31,Belo Horizonte,palacio_das_mangabeiras,Trabalhadores,,Gov. Estadual,Educação,nada_consta,,Local,1,Bairros,99,,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130911FSPC04_1,20130910OCUP01,2013-09-10,São Paulo,USP Leste,Trabalhadores,,Reitoria/Direção de Escola,Educação,Greve contra terreno contaminado da USP Leste,,Local,1,Cidades,99,,Sindicato dos Professores do Ensino Oficial do Estado de São Paulo,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20130911FSPC04_1,20130910OCUP01,2013-09-10,São Paulo,usp_leste,Trabalhadores,,Reitoria/Direção de Escola,Educação,Greve contra terreno contaminado da USP Leste,,Local,1,Cidades,99,,,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20130911FSPC07_1,20130910TERR01,2013-09-10,Barrinha,centro,Moradores,,Gov. Municipal,,contra_morte _habitante_da_cidade,,Local,1,Cidades,99,2013-09-10,,,,Passeata/Marcha/Ato,NM,Sim,NM,NM,NM,NM,NM
20130913FSPA12_1,20130912OCUP01,2013-09-12,Rio de Janeiro,assembleia_legislativa,Trabalhadores,,Gov. Estadual,Educação,mudancas_no_regime_de_trabalho,por_reuniao_com_cabral,Local,1,Bairros,99,2013-09-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,PB,paraiba,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,PE,pernambuco,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,RJ,rio_de_janeiro,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central dos Trabalhadores e Trabalhadoras do Brasil,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,RN,rio_grande_do_norte,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central dos Trabalhadores e Trabalhadoras do Brasil,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,RO,rondonia,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central Única dos Trabalhadores,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,RS,rio_grande_do_sul,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,SP,Bauru,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central dos Trabalhadores e Trabalhadoras do Brasil,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,SP,sao_paulo,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central dos Trabalhadores e Trabalhadoras do Brasil,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130913FSPB06_1,20130912OCUP02,2013-09-12,TO,tocantins,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,,Central Única dos Trabalhadores,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130914FSPB06_1,20130912OCUP02,2013-09-12,RJ,rio_de_janeiro,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,2013-09-13,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130914FSPB06_1,20130912OCUP02,2013-09-12,RO,rondonia,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,2013-09-13,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130914FSPB06_1,20130912OCUP02,2013-09-12,SP,sao_paulo,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,2013-09-13,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130914FSPB06_1,20130912OCUP02,2013-09-12,TO,tocantins,Trabalhadores,,Gov. Federal,Comércio e Serviço,por_aumento_salarial,,Nacional,99,Estados,99,2013-09-13,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130915FSPA06_1,20130914POLI01,2013-09-14,São Paulo,palacio_dos_bandeirantes,Militantes de Partidos,,Gov. Estadual,,nada_consta,,Local,99,Bairros,99,,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130915FSPA16_1,20130914NMEN01,2013-09-14,Rio de Janeiro,rock_in_rio,Não Mencionada,,Gov. Estadual,,contra_cabral,contra_proibicao_de_mascaras_nas_manifestacoes,Local,1,Bairros,99,2013-09-14,,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20130917FSPC04_1,20130916TERR01,2013-09-16,São Paulo,secretaria_de_habitacao,Sem Teto,,Gov. Municipal,,contra_desocupacao_de_area_na_zona_zul,,Local,1,Bairros,99,2013-09-16,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130918FSPA08_1,20130917NMEN01,2013-09-17,Rio de Janeiro,candelaria,Não Mencionada,,Judiciário,,para_que_ministro_do_stf_vote_contra_imbargos_infringente,,Local,1,Bairros,23,2013-09-17,União Contra a Corrupção,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130919FSPA09_1,20130918NMEN01,2013-09-18,Brasília,praca_dos_tres_poderes,Não Mencionada,,Judiciário,,contra_decisao_de_julgar_novamente_acusados_do_mensalao,,Nacional,2,Capitais,120,2013-09-18,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130919FSPA09_1,20130918NMEN01,2013-09-18,São Paulo,av_paulista,Não Mencionada,,Judiciário,,contra_decisao_de_julgar_novamente_acusados_do_mensalao,,Nacional,2,Capitais,120,2013-09-18,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130919FSPA09_1,20130918NMEN01,2013-09-18,São Paulo,consolacao,Não Mencionada,,Judiciário,,contra_decisao_de_julgar_novamente_acusados_do_mensalao,,Nacional,2,Capitais,120,2013-09-18,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130919FSPA16_1,20130918NMEN02,2013-09-18,Recife,prefeitura,Não Mencionada,,Gov. Municipal,,por_passe_livre,,Local,1,Bairros,250,2013-09-19,,,,Passeata/Marcha/Ato,NM,Sim,Sim,NM,Sim,Sim,Sim
20130919FSPB07_1,20130918OCUP01,2013-09-18,Salto,fabricas,Trabalhadores,,Patronato,Indústria,por_reajuste_salarial,,Estadual,3,Cidades,99,,Central Única dos Trabalhadores,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130919FSPB07_1,20130918OCUP01,2013-09-18,Sorocaba,fabricas,Trabalhadores,,Patronato,Indústria,por_reajuste_salarial,,Estadual,3,Cidades,99,,Central Única dos Trabalhadores,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130919FSPB07_1,20130918OCUP01,2013-09-18,SP,abc,Trabalhadores,,Patronato,Indústria,por_reajuste_salarial,,Estadual,3,Cidades,99,,Central Única dos Trabalhadores,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130920FSPA10_1,20130919NMEN01,2013-09-19,Rio de Janeiro,candelaria,Não Mencionada,,Gov. Estadual,,contra_cabral,pelo_fim_da_pm;cade_amarildo,Local,1,Bairros,100,2013-09-19,,,,Passeata/Marcha/Ato,Não,Não,Sim,Não,Não,Não,Não
20130920FSPA11_1,20130919TERR01,2013-09-19,Iranduba,terreno,Indígenas,,Judiciário,,contra_reitegracao_de_posse,,Estadual,2,Ocupações,1550,,,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130920FSPA11_1,20130919TERR01,2013-09-19,Manaus,funai,Indígenas,,Judiciário,,contra_reitegracao_de_posse,,Estadual,2,Ocupações,1550,,,,,Ocupação de Órgão Público,NM,NM,Sim,NM,NM,NM,NM
20130920FSPB10_1,20130919OCUP01,2013-09-19,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130920FSPB10_1,20130919OCUP01,2013-09-19,RJ,rio_de_janeiro,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130920FSPB10_1,20130919OCUP01,2013-09-19,SP,sao_paulo,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130920FSPC05_1,20130919IDEN01,2013-09-19,São Paulo,estacao_adolfo_pinheirp,Militantes de Partidos,,Gov. Estadual,,contra_atraso_no_metro,contra_alckmin;contra_haddad,Local,1,Bairros,2,2013-09-19,Greenpeace,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20130921FSPA10_1,20130815OCUP01,2013-08-15,Rio de Janeiro,prefeitura,Trabalhadores,,Gov. Municipal,Educação,Reajuste_salarial,contra_plano_de_cargo_e_de_salarios,Municipal,99,Bairros,99,2013-09-20,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20130921FSPB06_1,20130919OCUP01,2013-09-19,BR,brasil,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130925FSPB04_1,20130919OCUP01,2013-09-19,BR,brasil,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,29000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130926FSPA11_1,20130925NMEN01,2013-09-25,Rio de Janeiro,procuradoria,Não Mencionada,,Gov. Estadual,,contra_comissao_antivandalismo_criada_por_cabral,,Local,1,Bairros,70,2013-09-25,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130926FSPA11_2,20130919TERR01,2013-09-19,Iranduba,terreno,Indígenas,,Judiciário,,contra_reitegracao_de_posse,,Estadual,2,Ocupações,1550,2013-09-25,,,,Ocupação de Terra,NM,NM,Sim,NM,Sim,NM,NM
20130926FSPB06_1,20130919OCUP01,2013-09-19,Salvador,ruas,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130926FSPB06_1,20130919OCUP01,2013-09-19,São Paulo,bancos,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130927FSPB05_1,20130919OCUP01,2013-09-19,BR,brasil,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,piso_salarial; auxilio_alimentacao; auxilio_creche,Nacional,27,Estados,32000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130928FSPC07_1,20130927TERR01,2013-09-27,São Paulo,marginal_tiete,Sem Teto,,Gov. Municipal,,contra_reitegracao_de_posse_em_terreno_da_prefeitura,,Local,1,Bairros,70,2013-09-27,,,,Bloqueio de Estradas/Piquete,NM,NM,Sim,Sim,Sim,NM,NM
20130928FSPE02_1,20130808POLI01,2013-08-08,Rio de Janeiro,em_frente_a_camara,Militantes de Partidos,,Gov. Estadual,,contra_cabral,contra_paes;contra_dilma;cade_amarildo;petroleo_100_estatal,Local,1,Ocupações,40,,Ocupa Camara,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130930FSPA07_1,20130815OCUP01,2013-08-15,Rio de Janeiro,ao_lado_da_camara,Trabalhadores,,Gov. Municipal,Educação,Reajuste_salarial,contra_plano_de_cargo_e_de_salarios,Municipal,99,Bairros,28500,,,,,Ocupação de Espaço Público,NM,NM,Sim,NM,NM,NM,NM
20131001FSPA07_1,20130920BSHT01,2013-09-20,Rio de Janeiro,cinelandia,Trabalhadores,Militantes de Partidos,Gov. Municipal,Educação,contra_plano_de_cargo_e_de_salarios,em_apoio_aos_professores,Nacional,2,Capitais,700,,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,Sim,NM
20131001FSPA07_1,20130920BSHT01,2013-09-20,Rio de Janeiro,em_frente_a_camra,Trabalhadores,Militantes de Partidos,Gov. Municipal,Educação,contra_plano_de_cargo_e_de_salarios,em_apoio_aos_professores,Nacional,2,Capitais,700,,,,,Ocupação de Espaço Público,NM,NM,Sim,NM,NM,Sim,NM
20131001FSPA07_2,20130930NMEN01,2013-09-30,Rio de Janeiro,Câmara dos Vereadores,Não Mencionada,,Gov. Municipal,,Apoiar_a_greve_dos_professores do muncipio,,Municipal,1,Capitais,500,2013-09-30,,,,Passeata/Marcha/Ato,Sim,Sim,Sim,Sim,Sim,NM,NM
20131002FSPA06_1,20131001POLI01,2013-10-01,Brasília,praca_dos_tres_poderes,Militantes de Partidos,,Judiciário,,pela_criacao_do_partido_rede,,Local,1,Bairros,99,2013-10-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20131002FSPC01_1,20130920BSHT01,2013-09-20,Rio de Janeiro,camara,Trabalhadores,Militantes de Partidos,Gov. Municipal,Educação,contra_plano_de_cargo_e_de_salarios,em_apoio_aos_professores,Nacional,2,Capitais,60000,,,,,Passeata/Marcha/Ato,Sim,Sim,Sim,Sim,Sim,Sim,NM
20131002FSPC01_1,20130920BSHT01,2013-09-20,Rio de Janeiro,escolas_municipais,Trabalhadores,Militantes de Partidos,Gov. Municipal,Educação,contra_plano_de_cargo_e_de_salarios,em_apoio_aos_professores,Nacional,2,Capitais,60000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20131002FSPC03_1,20131001OCUP01,2012-10-01,Rio de Janeiro,palacio_dos_bandeirantes,Trabalhadores,,Gov. Estadual,Forças de segurança e familiares,reajuste_salarial,,Local,1,Bairros,350,2013-10-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20131002FSPC06_1,20131001IDEN01,2013-10-01,São Paulo,Reitoria da USP,Estudante,,Reitoria/Direção de Escola,,Por_eleicoes_diretas_para_reitor,,Municipal,2,Ocupações,2030,2013-01-01,,,,Ocupação de Órgão Público,NM,Sim,Não,Não,Não,Não,Não
20131002FSPC06_1,20131001IDEN01,2013-10-01,São Paulo,reitoria_da_usp,Estudante,,Reitoria/Direção de Escola,,Por_eleicoes_diretas_para_reitor,,Municipal,2,Ocupações,2030,2013-01-01,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Não,Não,NM,NM
20131003FSPA08_1,20131002IDEN02,2013-10-02,Ceará-Mirim,ifrn,Estudante,,Gov. Federal,,contra_dilma_ter_pedido_respeito_a_governadora,,Local,1,Bairros,99,2013-10-02,,,,Escracho,NM,NM,NM,NM,NM,NM,NM
